,Unnamed: 0,tool,coverage,coverage_threshold,strand_bias_threshold,gaps_threshold,step_GT,error_rate,nb_of_correct_calls,nb_of_total_calls,recalls_wrt_truth_probes,nbs_of_truth_probes_found,nbs_of_truth_probes_in_total,recalls_wrt_variants_where_all_allele_seqs_were_found,recalls_wrt_variants_found_wrt_alleles,nbs_variants_where_all_allele_seqs_were_found,nbs_variants_found_wrt_alleles,nbs_variants_total,tool_long_name
533,1028,snippy,100x,5,Not_App,Not_App,5,8.922882008444155e-05,1246807.738888889,1246919.0,0.8812646686782336,6105050,6927601,0.7193621167889115,0.7439020141909141,444778,459950.89586417115,618295,snippy_NZ_CP013483.1
534,1029,snippy,100x,5,Not_App,Not_App,6,6.724369883048809e-05,1240594.5722222223,1240678.0,0.8810986812529181,6095379,6917930,0.7160699497955593,0.7421582131003285,442726,458855.6427299663,618272,snippy_NZ_CP013483.1
535,1030,snippy,100x,5,Not_App,Not_App,7,3.951225488407761e-05,1232480.3,1232529.0,0.8808762043791392,6082459,6905010,0.7119554229241979,0.7399903176887899,440170,457502.7138626828,618255,snippy_NZ_CP013483.1
536,1031,snippy,100x,5,Not_App,Not_App,8,2.1835354331756207e-05,1221234.3333333335,1221261.0,0.8805589118800139,6064116,6886667,0.7064212763617188,0.7369948290632624,436728,455629.3651924646,618226,snippy_NZ_CP013483.1
537,1032,snippy,100x,5,Not_App,Not_App,9,1.3312023003142492e-05,1201905.0,1201921.0,0.8800037696174378,6032256,6854807,0.6978309503281317,0.7322283284045181,431397,452661.3559346879,618197,snippy_NZ_CP013483.1
538,1033,snippy,100x,5,Not_App,Not_App,10,6.0144845973608704e-06,1163850.0,1163857.0,0.8789213258212784,5970974,6793525,0.6831334306153682,0.7236961611067312,422268,447341.2028495482,618134,snippy_NZ_CP013483.1
539,1078,snippy,100x,5,Not_App,Not_App,0,0.0003809442625709592,1389235.576996928,1389765.0,0.890543154403047,6185548,6945815,0.7562643032160503,0.7793044371597309,467602,481847.8300180474,618305,snippy_NC_011742.1
540,1079,snippy,100x,5,Not_App,Not_App,1,0.0003706796283499125,1388841.9936635946,1389357.0,0.8905369293721618,6185153,6945420,0.7561478558316689,0.7792264712101691,467530,481799.6232816035,618305,snippy_NC_011742.1
541,1080,snippy,100x,5,Not_App,Not_App,2,0.0003302921154837435,1385953.07937788,1386411.0,0.8904785845582939,6181453,6941720,0.7550205804578647,0.7784768038698425,466833,481336.10021674295,618305,snippy_NC_011742.1
542,1081,snippy,100x,5,Not_App,Not_App,3,0.0002781737247449234,1380609.8437551695,1380994.0,0.8903570753329919,6173760,6934027,0.7528768257634202,0.7770496496547789,465506,480452.1295304987,618303,snippy_NC_011742.1
543,1082,snippy,100x,5,Not_App,Not_App,4,0.0002186425923219604,1373743.5754578756,1374044.0,0.8901915239429121,6163306,6923573,0.7500934014125852,0.7751978385162315,463782,479304.04835674743,618299,snippy_NC_011742.1
544,1083,snippy,100x,5,Not_App,Not_App,5,0.0001571696194054839,1364686.479029304,1364901.0,0.8899563077327468,6148507,6908774,0.7464131083483073,0.7727254334587894,461502,477770.7264295353,618293,snippy_NC_011742.1
545,1084,snippy,100x,5,Not_App,Not_App,6,0.00011773653915414517,1351765.829029304,1351925.0,0.8895875991166043,6125436,6885703,0.74124177551773,0.7691656843726877,458292,475556.6826712079,618276,snippy_NC_011742.1
546,1085,snippy,100x,5,Not_App,Not_App,7,8.18092505723289e-05,1331371.072619048,1331480.0,0.8890017461485452,6089093,6849360,0.7352110534556606,0.7641428198760755,454531,472417.543817626,618232,snippy_NC_011742.1
547,1086,snippy,100x,5,Not_App,Not_App,8,5.582396011283297e-05,1299996.425,1300069.0,0.8880740465822384,6032322,6792589,0.7275339015540605,0.7567084022710753,449752,467787.2970747492,618187,snippy_NC_011742.1
548,1087,snippy,100x,5,Not_App,Not_App,9,3.269994768007045e-05,1249961.125,1250002.0,0.8865153043807174,5939024,6699291,0.7148304474646796,0.7448822159920304,441856,460431.8095245058,618127,snippy_NC_011742.1
549,1088,snippy,100x,5,Not_App,Not_App,10,2.056397474659022e-05,1130594.75,1130618.0,0.8826944328122991,5720815,6481082,0.6843133130541712,0.7186383091561274,422933,444147.22059085296,618040,snippy_NC_011742.1
